antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Butter', 'Pepsi 1L'})",frozenset({'National Ketchup (1kg)'}),0.0346,0.2048,0.006,0.17341040462427745,0.8467304913294798,1.0,-0.0010860799999999997,0.9620251748251749,-0.15789534897244736,0.02570694087403599,-0.03947383724311187,0.10135363981213873
"frozenset({'Guard Rice (1kg)', 'Thal Sugar (200ml)'})",frozenset({'Shan Biryani Masala'}),0.0346,0.2088,0.006,0.17341040462427745,0.8305096006909839,1.0,-0.00122448,0.957186013986014,-0.17450490816431236,0.02527379949452401,-0.044729013366686755,0.10107301840409275
"frozenset({'Butter', 'Pepsi 1L'})",frozenset({'Thal Sugar (200ml)'}),0.0346,0.1964,0.006,0.17341040462427745,0.8829450337285003,1.0,-0.0007954399999999997,0.9721874125874126,-0.12074367319182004,0.02666666666666667,-0.028608257062870256,0.10198015139564179
"frozenset({'Butter', 'Pepsi 1L'})",frozenset({'Eggs'}),0.0346,0.1982,0.006,0.17341040462427745,0.8749263603646693,1.0,-0.0008577199999999993,0.9700097902097903,-0.12897812370303083,0.026455026455026457,-0.030917430002148333,0.10184142834644751
"frozenset({'Butter', 'Pepsi 1L'})",frozenset({'Olpers Milk (Pack of 6)'}),0.0346,0.196,0.006,0.17341040462427745,0.8847469623687625,1.0,-0.0007815999999999995,0.9726713286713288,-0.11889260724064489,0.026714158504007126,-0.028096511661346458,0.10201132476111832
"frozenset({'Butter', 'Pepsi 1L'})",frozenset({'Lays Chips'}),0.0346,0.206,0.006,0.17341040462427745,0.841798080700376,1.0,-0.0011275999999999994,0.9605734265734267,-0.16294797687861265,0.025575447570332484,-0.04104483044801327,0.10126830910825524
"frozenset({'Surf Excel', 'Nestle Water'})",frozenset({'Shan Biryani Masala'}),0.0404,0.2088,0.007,0.17326732673267328,0.8298243617465195,1.0,-0.00143552,0.9570203592814371,-0.17607865841093523,0.028901734104046242,-0.0449098499334261,0.10339611547361634
"frozenset({'Pepsi 1L', 'National Ketchup (1kg)'})",frozenset({'Tapal Tea (250g)'}),0.0404,0.1996,0.007,0.17326732673267328,0.86807277922181,1.0,-0.001063839999999999,0.968148502994012,-0.13672208342329548,0.030042918454935626,-0.03289939188821429,0.1041687335066172
"frozenset({'Nestle Water', 'Surf Excel'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.0404,0.2026,0.007,0.17326732673267328,0.8552187894011515,1.0,-0.0011850399999999992,0.964519760479042,-0.1499625422664965,0.029661016949152543,-0.036785394115032254,0.1039090829122399
"frozenset({'Nestle Water', 'Surf Excel'})",frozenset({'National Ketchup (1kg)'}),0.0404,0.2048,0.007,0.17326732673267328,0.8460318688118812,1.0,-0.0012739200000000004,0.9618586826347306,-0.15941695281762763,0.029387069689336694,-0.03965376416917345,0.10372350711633664
"frozenset({'Pepsi 1L', 'National Ketchup (1kg)'})",frozenset({'Surf Excel'}),0.0404,0.2112,0.007,0.17326732673267328,0.8203945394539455,1.0,-0.0015324800000000001,0.9541173652694611,-0.18576235684293213,0.028618152085036798,-0.04808908882774685,0.10320563306330634
"frozenset({'Lux Soap', 'Bread'})",frozenset({'Eggs'}),0.0358,0.1982,0.0062,0.17318435754189945,0.8737858604535795,1.0,-0.0008955599999999992,0.9697445945945946,-0.13028980446927366,0.027216856892010536,-0.03119935452494454,0.1022329456730688
"frozenset({'Lux Soap', 'Bread'})",frozenset({'National Ketchup (1kg)'}),0.0358,0.2048,0.0062,0.17318435754189945,0.8456267458100559,1.0,-0.0011318400000000003,0.9617621621621621,-0.15919256021198674,0.02645051194539249,-0.03975810168272203,0.10172889752094973
"frozenset({'Olpers Milk (Pack of 6)', 'Shan Biryani Masala'})",frozenset({'Eggs'}),0.0358,0.1982,0.0062,0.17318435754189945,0.8737858604535795,1.0,-0.0008955599999999992,0.9697445945945946,-0.13028980446927366,0.027216856892010536,-0.03119935452494454,0.1022329456730688
"frozenset({'Lux Soap', 'Bread'})",frozenset({'Frozen Paratha'}),0.0358,0.197,0.0062,0.17318435754189945,0.8791084139182713,1.0,-0.0008526000000000002,0.9711959459459458,-0.12481992902568431,0.02736098852603707,-0.02965833431892971,0.10232821938008678
"frozenset({'Bread', 'Thal Sugar (200ml)'})",frozenset({'Tapal Tea (250g)'}),0.0358,0.1996,0.0062,0.17318435754189945,0.8676571019133239,1.0,-0.00094568,0.9680513513513513,-0.136585534943643,0.02705061082024433,-0.033003051546852256,0.10212324089519823
frozenset({'Guard Rice (1kg)'}),frozenset({'Lux Soap'}),0.1952,0.1936,0.0338,0.17315573770491802,0.8943994716163121,1.0,-0.003990720000000003,0.9752743494423791,-0.12793656004431778,0.09521126760563378,-0.02535250780640126,0.1738712572822111
"frozenset({'Biscuits', 'Shan Biryani Masala'})",frozenset({'Bread'}),0.0416,0.2058,0.0072,0.17307692307692307,0.8409957389549225,1.0,-0.0013612799999999994,0.9604279069767443,-0.16476876597722512,0.02997502081598668,-0.04120256474827114,0.10403117290872392
"frozenset({'Dalda Cooking Oil (500ml)', 'Jam'})",frozenset({'Eggs'}),0.037,0.1982,0.0064,0.17297297297297298,0.8727193389151009,1.0,-0.0009333999999999992,0.9694967320261438,-0.13152777386354017,0.027972027972027972,-0.0314629920516675,0.10263179425641586
"frozenset({'Biscuits', 'Jam'})",frozenset({'Surf Excel'}),0.037,0.2112,0.0064,0.17297297297297298,0.819000819000819,1.0,-0.0014143999999999988,0.9537777777777777,-0.18665540540540523,0.026468155500413565,-0.04846225535880707,0.10163800163800164
"frozenset({'Dalda Cooking Oil (500ml)', 'Eggs'})",frozenset({'Pepsi 1L'}),0.037,0.2052,0.0064,0.17297297297297298,0.8429482113692641,1.0,-0.0011923999999999988,0.961032679738562,-0.16210778182609153,0.02714164546225615,-0.040547341503556884,0.10208102839681787
"frozenset({'Dalda Cooking Oil (500ml)', 'Eggs'})",frozenset({'Jam'}),0.037,0.1984,0.0064,0.17297297297297298,0.8718395815170009,1.0,-0.0009407999999999994,0.9692549019607843,-0.13243243243243236,0.02794759825327511,-0.03172034309758859,0.10261551874455101
"frozenset({'Lays Chips', 'Nestle Water'})",frozenset({'National Ketchup (1kg)'}),0.037,0.2048,0.0064,0.17297297297297298,0.8445945945945946,1.0,-0.0011776,0.9615163398692811,-0.16041848299912814,0.027187765505522512,-0.04002392734787101,0.10211148648648649
"frozenset({'Dalda Cooking Oil (500ml)', 'Jam'})",frozenset({'Thal Sugar (200ml)'}),0.037,0.1964,0.0064,0.17297297297297298,0.8807177849947708,1.0,-0.0008667999999999992,0.9716732026143791,-0.12330014224751056,0.028193832599118944,-0.029152597096847945,0.10277976550888976
"frozenset({'Dalda Cooking Oil (500ml)', 'Jam'})",frozenset({'Olpers Milk (Pack of 6)'}),0.037,0.196,0.0064,0.17297297297297298,0.882515168229454,1.0,-0.0008519999999999995,0.9721568627450982,-0.1214505644885391,0.028243601059135037,-0.028640580879386847,0.10281301709873139
"frozenset({'Dalda Cooking Oil (500ml)', 'Eggs'})",frozenset({'Frozen Paratha'}),0.037,0.197,0.0064,0.17297297297297298,0.8780353958018933,1.0,-0.000889,0.9709477124183006,-0.12605995292249225,0.028119507908611598,-0.029921577866783348,0.10273014130882152
"frozenset({'Dalda Cooking Oil (500ml)', 'Jam'})",frozenset({'Butter'}),0.037,0.1966,0.0064,0.17297297297297298,0.8798218360781942,1.0,-0.0008741999999999995,0.9714313725490197,-0.1242220138119191,0.028169014084507043,-0.029408796399087646,0.10276319045393309
"frozenset({'Biscuits', 'Jam'})",frozenset({'Thal Sugar (200ml)'}),0.037,0.1964,0.0064,0.17297297297297298,0.8807177849947708,1.0,-0.0008667999999999992,0.9716732026143791,-0.12330014224751056,0.028193832599118944,-0.029152597096847945,0.10277976550888976
"frozenset({'Butter', 'Eggs'})",frozenset({'Lux Soap'}),0.037,0.1936,0.0064,0.17297297297297298,0.8934554389099845,1.0,-0.0007631999999999995,0.9750588235294118,-0.11018711018711011,0.028545941123996433,-0.02557915057915056,0.1030154121063212
"frozenset({'Lays Chips', 'Nestle Water'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.037,0.2026,0.0064,0.17297297297297298,0.8537659080600838,1.0,-0.0010961999999999994,0.9641764705882353,-0.15100421522439864,0.0274442538593482,-0.037154536025867844,0.10228115578559804
frozenset({'Butter'}),frozenset({'Chicken'}),0.1966,0.198,0.034,0.17293997965412006,0.873434240677374,1.0,-0.004926800000000002,0.96969987699877,-0.15280500210902423,0.09428729894620078,-0.031246908161945076,0.17232857568564589
"frozenset({'Nestle Water', 'Bread'})",frozenset({'Pepsi 1L'}),0.0428,0.2052,0.0074,0.17289719626168226,0.8425789291504984,1.0,-0.0013825599999999997,0.9609446327683616,-0.16331043345964483,0.030756442227763924,-0.04064268210659,0.10447978721466179
"frozenset({'Dalda Cooking Oil (500ml)', 'Bread'})",frozenset({'Guard Rice (1kg)'}),0.0428,0.1952,0.0074,0.17289719626168226,0.8857438333077984,1.0,-0.0009545600000000001,0.9730350282485876,-0.11875827336697421,0.032090199479618386,-0.027712231285186073,0.10540351616362802
frozenset({'National Ketchup (1kg)'}),frozenset({'Chicken'}),0.2048,0.198,0.0354,0.1728515625,0.8729876893939393,1.0,-0.005150400000000006,0.9695962219598584,-0.15466443726937285,0.09635274904735981,-0.03135715399002495,0.1758197206439394
"frozenset({'Butter', 'Thal Sugar (200ml)'})",frozenset({'Eggs'}),0.0324,0.1982,0.0056,0.17283950617283952,0.8720459443634689,1.0,-0.0008216799999999991,0.9693402985074627,-0.13167442277861094,0.02488888888888889,-0.03162945101915747,0.10054689738510796
frozenset({'Lays Chips'}),frozenset({'Eggs'}),0.206,0.1982,0.0356,0.17281553398058253,0.8719249948566223,1.0,-0.005229199999999996,0.9693122065727701,-0.15611602717968917,0.09658166033640804,-0.031659348989046474,0.17621604146052336
frozenset({'Lays Chips'}),frozenset({'Jam'}),0.206,0.1984,0.0356,0.17281553398058253,0.8710460382085813,1.0,-0.0052703999999999945,0.9690704225352114,-0.15715273967701138,0.09652928416485901,-0.031916749026219396,0.17612550892577514
"frozenset({'Biscuits', 'Bread'})",frozenset({'Eggs'}),0.0382,0.1982,0.0066,0.17277486910994766,0.8717198239654272,1.0,-0.0009712399999999991,0.9692645569620254,-0.1326990129960978,0.028720626631853784,-0.03171006596414608,0.10303728319271349
"frozenset({'Nestle Water', 'Shan Biryani Masala'})",frozenset({'National Ketchup (1kg)'}),0.0382,0.2048,0.0066,0.17277486910994766,0.8436272905759162,1.0,-0.0012233599999999997,0.9612860759493671,-0.16157987331005222,0.027918781725888325,-0.0402730519241101,0.10250071580497383
"frozenset({'Butter', 'Surf Excel'})",frozenset({'Nestle Water'}),0.0382,0.2062,0.0066,0.17277486910994766,0.8378994622208907,1.0,-0.0012768399999999996,0.9595936708860761,-0.16746057560146466,0.027754415475189233,-0.04210774866471697,0.10239131428339285
"frozenset({'Biscuits', 'Bread'})",frozenset({'Pepsi 1L'}),0.0382,0.2052,0.0066,0.17277486910994766,0.8419827929334681,1.0,-0.0012386399999999992,0.9608025316455696,-0.1632685341895888,0.02787162162162162,-0.04079659145703615,0.10246930590000307
"frozenset({'Olpers Milk (Pack of 6)', 'Eggs'})",frozenset({'Lux Soap'}),0.0382,0.1936,0.0066,0.17277486910994766,0.8924321751546883,1.0,-0.0007955199999999992,0.9748253164556963,-0.1113643363104403,0.029307282415630548,-0.025824815091830773,0.10343288910042837
"frozenset({'Olpers Milk (Pack of 6)', 'Eggs'})",frozenset({'Butter'}),0.0382,0.1966,0.0066,0.17277486910994766,0.8788141867240471,1.0,-0.0009101199999999995,0.9711987341772153,-0.1253954257371176,0.02892199824715162,-0.02965537825498175,0.10317278552140313
"frozenset({'Olpers Milk (Pack of 6)', 'Eggs'})",frozenset({'Chicken'}),0.0382,0.198,0.0066,0.17277486910994766,0.8726003490401396,1.0,-0.0009636000000000002,0.9695063291139241,-0.13179274237226937,0.028745644599303132,-0.03145278165841939,0.10305410122164049
frozenset({'Dalda Cooking Oil (500ml)'}),frozenset({'Olpers Milk (Pack of 6)'}),0.2026,0.196,0.035,0.1727541954590326,0.8813989564236356,1.0,-0.004709600000000001,0.9718997613365156,-0.14438387913644365,0.09625962596259625,-0.028912692215133602,0.1756628120152306
"frozenset({'Jam', 'Tapal Tea (250g)'})",frozenset({'Lays Chips'}),0.0336,0.206,0.0058,0.17261904761904762,0.837956541840037,1.0,-0.0011215999999999995,0.9596546762589929,-0.16673802388088096,0.02480752780153978,-0.042041501739234724,0.10038719371243643
"frozenset({'Pepsi 1L', 'Nestle Water'})",frozenset({'Noodles'}),0.0394,0.2052,0.0068,0.17258883248730963,0.8410761817120352,1.0,-0.0012848799999999995,0.9605865030674846,-0.16437080399541504,0.028595458368376788,-0.04103065867223246,0.10286361702338191
"frozenset({'Biscuits', 'Lux Soap'})",frozenset({'Thal Sugar (200ml)'}),0.0394,0.1964,0.0068,0.17258883248730963,0.8787618762082976,1.0,-0.0009381599999999995,0.9712220858895705,-0.12558632654372545,0.029694323144104803,-0.029630621593691335,0.10360602520495828
"frozenset({'Biscuits', 'Lux Soap'})",frozenset({'Tapal Tea (250g)'}),0.0394,0.1996,0.0068,0.17258883248730963,0.8646735094554591,1.0,-0.0010642400000000002,0.9673546012269938,-0.14009941655959732,0.02928509905254091,-0.033747085847938986,0.10332848437992737
"frozenset({'Noodles', 'Thal Sugar (200ml)'})",frozenset({'Frozen Paratha'}),0.0394,0.197,0.0068,0.17258883248730963,0.8760854440980184,1.0,-0.0009618000000000005,0.9704969325153373,-0.12834472929910815,0.029616724738675958,-0.030399959542578302,0.10355329949238579
"frozenset({'Pepsi 1L', 'Nestle Water'})",frozenset({'Biscuits'}),0.0394,0.1972,0.0068,0.17258883248730963,0.8751969193068441,1.0,-0.0009696799999999997,0.9702552147239263,-0.12926033357505437,0.02959094865100087,-0.030656661077093115,0.10353579555399964
frozenset({'Noodles'}),frozenset({'Lux Soap'}),0.2052,0.1936,0.0354,0.17251461988304095,0.8910879126190132,1.0,-0.004326719999999999,0.9745187279151943,-0.13328306015776903,0.09741331865712713,-0.026147544787895636,0.17768292977623124
frozenset({'Olpers Milk (Pack of 6)'}),frozenset({'Bread'}),0.196,0.2058,0.0338,0.17244897959183672,0.8379445072489636,1.0,-0.006536800000000009,0.9596991368680641,-0.19390128144280994,0.0918478260869565,-0.041993226401615825,0.1683430515063168
"frozenset({'Dalda Cooking Oil (500ml)', 'Nestle Water'})",frozenset({'Surf Excel'}),0.0406,0.2112,0.007,0.1724137931034483,0.8163531870428423,1.0,-0.001574719999999999,0.9531333333333333,-0.18994224728967535,0.028594771241830064,-0.04917115478771769,0.10277886624869384
"frozenset({'Chicken', 'Eggs'})",frozenset({'Noodles'}),0.0348,0.2052,0.006,0.1724137931034483,0.8402231632721652,1.0,-0.001140959999999999,0.9603833333333333,-0.16458939205096235,0.025641025641025644,-0.04125088940180134,0.10082677959265982
"frozenset({'Dalda Cooking Oil (500ml)', 'Nestle Water'})",frozenset({'Tapal Tea (250g)'}),0.0406,0.1996,0.007,0.1724137931034483,0.8637965586345104,1.0,-0.0011037599999999996,0.9671500000000001,-0.14115372220431835,0.030017152658662095,-0.03396577573282323,0.10374196669200471
"frozenset({'Dalda Cooking Oil (500ml)', 'Shan Biryani Masala'})",frozenset({'Pepsi 1L'}),0.0406,0.2052,0.007,0.1724137931034483,0.8402231632721652,1.0,-0.001331119999999999,0.9603833333333333,-0.16541981279793996,0.02931323283082077,-0.04125088940180134,0.1032634267661491
"frozenset({'Dalda Cooking Oil (500ml)', 'Shan Biryani Masala'})",frozenset({'Olpers Milk (Pack of 6)'}),0.0406,0.196,0.007,0.1724137931034483,0.8796622097114708,1.0,-0.0009576000000000003,0.9715,-0.1247947454844007,0.03048780487804878,-0.02933607822954194,0.10406403940886699
"frozenset({'Pepsi 1L', 'Shan Biryani Masala'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.0406,0.2026,0.007,0.1724137931034483,0.8510058889607517,1.0,-0.0012255599999999997,0.963525,-0.154326211127565,0.02963590177815411,-0.037855789937988105,0.1034823160976274
"frozenset({'Chicken', 'Eggs'})",frozenset({'Jam'}),0.0348,0.1984,0.006,0.1724137931034483,0.8690211345939934,1.0,-0.0009043199999999993,0.9686,-0.1350634454082729,0.026408450704225355,-0.03241792277513936,0.10132786429365963
"frozenset({'National Ketchup (1kg)', 'Thal Sugar (200ml)'})",frozenset({'Biscuits'}),0.0348,0.1972,0.006,0.1724137931034483,0.8743092956564316,1.0,-0.0008625599999999992,0.97005,-0.12963497330832482,0.026548672566371685,-0.030874697180557673,0.10141987829614606
frozenset({'Biscuits'}),frozenset({'Dalda Cooking Oil (500ml)'}),0.1972,0.2026,0.034,0.1724137931034483,0.8510058889607517,1.0,-0.005952719999999995,0.963525,-0.17904037305190804,0.09294696555494807,-0.037855789937988105,0.17011607720325425
"frozenset({'Surf Excel', 'Bread'})",frozenset({'Jam'}),0.0406,0.1984,0.007,0.1724137931034483,0.8690211345939934,1.0,-0.0010550399999999993,0.9686,-0.1357691060425899,0.03017241379310345,-0.03241792277513936,0.1038480255839822
"frozenset({'Dalda Cooking Oil (500ml)', 'Shan Biryani Masala'})",frozenset({'Butter'}),0.0406,0.1966,0.007,0.1724137931034483,0.8769775844529415,1.0,-0.0009819599999999996,0.970775,-0.1275643823657791,0.030408340573414426,-0.030104813164739494,0.10400954151611885
"frozenset({'Chicken', 'Eggs'})",frozenset({'Thal Sugar (200ml)'}),0.0348,0.1964,0.006,0.1724137931034483,0.8778706369829343,1.0,-0.0008347199999999989,0.9710166666666666,-0.12597797739785555,0.026642984014209593,-0.029848440637819443,0.1014818456352272
frozenset({'Shan Biryani Masala'}),frozenset({'Guard Rice (1kg)'}),0.2088,0.1952,0.036,0.17241379310344826,0.8832673827020915,1.0,-0.004757760000000007,0.9724666666666666,-0.14312944030497332,0.09782608695652172,-0.02831288133269353,0.17842001130582247
frozenset({'Jam'}),frozenset({'Surf Excel'}),0.1984,0.2112,0.0342,0.17237903225806453,0.816188599706745,1.0,-0.00770208,0.9530933008526187,-0.21932750136686716,0.09110282365476827,-0.04921522279657134,0.16715542521994137
frozenset({'Jam'}),frozenset({'Lux Soap'}),0.1984,0.1936,0.0342,0.17237903225806453,0.8903875633164491,1.0,-0.004210239999999997,0.9743590742996345,-0.13313028696320875,0.09558412520961432,-0.02631568420378902,0.174515962410024
"frozenset({'National Ketchup (1kg)', 'Surf Excel'})",frozenset({'Lays Chips'}),0.0418,0.206,0.0072,0.1722488038277512,0.8361592418822874,1.0,-0.0014107999999999985,0.9592254335260116,-0.16977462863304213,0.029925187032418955,-0.04250780374338637,0.10360013006921541
"frozenset({'Guard Rice (1kg)', 'Shan Biryani Masala'})",frozenset({'Pepsi 1L'}),0.036,0.2052,0.0062,0.17222222222222222,0.8392895819796404,1.0,-0.0011871999999999994,0.9601610738255033,-0.16571747627024003,0.026382978723404255,-0.041491919700274,0.10121832358674464
"frozenset({'Noodles', 'Eggs'})",frozenset({'Tapal Tea (250g)'}),0.036,0.1996,0.0062,0.17222222222222222,0.8628367846804721,1.0,-0.0009855999999999997,0.9669261744966443,-0.14156038147765135,0.02702702702702703,-0.03420511966239103,0.10164217323535961
"frozenset({'Noodles', 'Eggs'})",frozenset({'Lux Soap'}),0.036,0.1936,0.0062,0.17222222222222222,0.8895775941230487,1.0,-0.0007695999999999996,0.9741744966442953,-0.1140756551642357,0.02775290957923008,-0.02651014109347442,0.10212350780532599
"frozenset({'Guard Rice (1kg)', 'Shan Biryani Masala'})",frozenset({'Surf Excel'}),0.036,0.2112,0.0062,0.17222222222222222,0.8154461279461279,1.0,-0.0014031999999999994,0.9529127516778524,-0.19013550135501348,0.025726141078838173,-0.049414018480955606,0.10078914141414141
"frozenset({'Pepsi 1L', 'Bread'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.036,0.2026,0.0062,0.17222222222222222,0.8500603268619064,1.0,-0.0010936000000000001,0.9633020134228188,-0.15467300294184208,0.02667814113597246,-0.0380960343338071,0.10141219699462542
"frozenset({'Butter', 'Tapal Tea (250g)'})",frozenset({'Lays Chips'}),0.036,0.206,0.0062,0.17222222222222222,0.8360302049622438,1.0,-0.0012159999999999992,0.9591946308724834,-0.16905794683572453,0.026293469041560647,-0.04254128183599215,0.1011596548004315
"frozenset({'Butter', 'Lays Chips'})",frozenset({'Tapal Tea (250g)'}),0.036,0.1996,0.0062,0.17222222222222222,0.8628367846804721,1.0,-0.0009855999999999997,0.9669261744966443,-0.14156038147765135,0.02702702702702703,-0.03420511966239103,0.10164217323535961
"frozenset({'Guard Rice (1kg)', 'Shan Biryani Masala'})",frozenset({'Nestle Water'}),0.036,0.2062,0.0062,0.17222222222222222,0.835219312425908,1.0,-0.0012231999999999998,0.9589530201342283,-0.1698888888888889,0.02627118644067797,-0.0428039528568629,0.10114505873477746
"frozenset({'Noodles', 'National Ketchup (1kg)'})",frozenset({'Butter'}),0.043,0.1966,0.0074,0.17209302325581396,0.875345998249308,1.0,-0.0010537999999999988,0.9703988764044944,-0.1295294753921037,0.03186907838070629,-0.030504078596198695,0.10486645059026711
"frozenset({'Noodles', 'National Ketchup (1kg)'})",frozenset({'Shan Biryani Masala'}),0.043,0.2088,0.0074,0.17209302325581396,0.8242003029493006,1.0,-0.001578399999999999,0.9556629213483147,-0.18225907022932483,0.03027823240589198,-0.0463940555411856,0.10376681814131694
"frozenset({'Olpers Milk (Pack of 6)', 'Tapal Tea (250g)'})",frozenset({'Lux Soap'}),0.0372,0.1936,0.0064,0.17204301075268819,0.8886519150448771,1.0,-0.0008019199999999985,0.9739636363636365,-0.11515485709034075,0.0285204991087344,-0.02673237753882913,0.1025504309961788
"frozenset({'Lays Chips', 'Thal Sugar (200ml)'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.0372,0.2026,0.0064,0.17204301075268819,0.8491757687694382,1.0,-0.001136719999999999,0.9630935064935066,-0.15574408382931604,0.027420736932305054,-0.03832077909118613,0.10181617467545565
"frozenset({'Lux Soap', 'Dalda Cooking Oil (500ml)'})",frozenset({'Shan Biryani Masala'}),0.0326,0.2088,0.0056,0.17177914110429449,0.8226970359401077,1.0,-0.0012068799999999996,0.9553007407407408,-0.18218926621902315,0.023748939779474128,-0.04679077211287352,0.099299532237971
"frozenset({'Lux Soap', 'Dalda Cooking Oil (500ml)'})",frozenset({'Eggs'}),0.0326,0.1982,0.0056,0.17177914110429449,0.8666959692446745,1.0,-0.0008613199999999988,0.9680992592592593,-0.13717995272951966,0.024866785079928955,-0.032951931773142304,0.10001671485083544
"frozenset({'Lux Soap', 'Olpers Milk (Pack of 6)'})",frozenset({'Noodles'}),0.0326,0.2052,0.0056,0.17177914110429449,0.8371303172723903,1.0,-0.0010895199999999992,0.9596474074074074,-0.16743917282417586,0.024117140396210164,-0.04204939468508494,0.0995347947236872
"frozenset({'Butter', 'Olpers Milk (Pack of 6)'})",frozenset({'Bread'}),0.0326,0.2058,0.0056,0.17177914110429449,0.8346897041024999,1.0,-0.0011090800000000001,0.958922962962963,-0.1699343601184092,0.024054982817869414,-0.04283663925422504,0.09949501272901799
"frozenset({'Lux Soap', 'Dalda Cooking Oil (500ml)'})",frozenset({'Frozen Paratha'}),0.0326,0.197,0.0056,0.17177914110429449,0.8719753355547943,1.0,-0.0008221999999999995,0.969548148148148,-0.13177042265258884,0.024999999999999998,-0.03140829252267189,0.1001027685216904
frozenset({'Chicken'}),frozenset({'Butter'}),0.198,0.1966,0.034,0.1717171717171717,0.873434240677374,1.0,-0.004926800000000002,0.9699585365853659,-0.15303092424863649,0.09428729894620078,-0.030971904758312525,0.17232857568564589
"frozenset({'Surf Excel', 'Shan Biryani Masala'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.0396,0.2026,0.0068,0.17171717171717168,0.8475674813285868,1.0,-0.0012229600000000012,0.9627146341463415,-0.15772639572435296,0.02888700084961767,-0.03872940592278445,0.10264042198889187
"frozenset({'Chicken', 'Olpers Milk (Pack of 6)'})",frozenset({'Guard Rice (1kg)'}),0.0396,0.1952,0.0068,0.17171717171717168,0.8796986256002647,1.0,-0.0009299200000000016,0.9716487804878048,-0.12464346222308026,0.029824561403508767,-0.029178464566138578,0.10327661864547108
"frozenset({'Lux Soap', 'Guard Rice (1kg)'})",frozenset({'Noodles'}),0.0338,0.2052,0.0058,0.1715976331360947,0.8362457755170307,1.0,-0.0011357599999999995,0.9594371428571428,-0.16851738647896347,0.024871355060034305,-0.04227776404618181,0.09993137017428516
"frozenset({'Pepsi 1L', 'Lays Chips'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.0408,0.2026,0.007,0.1715686274509804,0.846834291465846,1.0,-0.0012660800000000002,0.9625420118343196,-0.15864709892136816,0.02961082910321489,-0.03891569168424832,0.10305973327139345
"frozenset({'Surf Excel', 'Thal Sugar (200ml)'})",frozenset({'Eggs'}),0.0408,0.1982,0.007,0.1715686274509804,0.8656338418313845,1.0,-0.0010865599999999994,0.96785325443787,-0.13928542128148325,0.03017241379310345,-0.03321448309930106,0.10344324409885045
"frozenset({'Pepsi 1L', 'Lays Chips'})",frozenset({'Nestle Water'}),0.0408,0.2062,0.007,0.1715686274509804,0.8320495996652784,1.0,-0.0014129600000000004,0.9581964497041422,-0.1738522718324278,0.029166666666666667,-0.04362732747419954,0.10275812555866187
"frozenset({'Surf Excel', 'Thal Sugar (200ml)'})",frozenset({'National Ketchup (1kg)'}),0.0408,0.2048,0.007,0.1715686274509804,0.8377374387254901,1.0,-0.0013558400000000014,0.9598863905325444,-0.16800491683023072,0.02933780385582565,-0.041789955418787245,0.1028741574754902
frozenset({'Noodles'}),frozenset({'Guard Rice (1kg)'}),0.2052,0.1952,0.0352,0.17153996101364524,0.8787907838813792,1.0,-0.004855039999999998,0.9714409411764705,-0.1478752436647173,0.09638554216867472,-0.029398656792190322,0.17593391493305213
frozenset({'Noodles'}),frozenset({'Jam'}),0.2052,0.1984,0.0352,0.17153996101364524,0.8646167389800667,1.0,-0.005511679999999998,0.9675783529411764,-0.1645835722203111,0.0955483170466884,-0.033508032667608226,0.17447965792617748
frozenset({'Shan Biryani Masala'}),frozenset({'Olpers Milk (Pack of 6)'}),0.2088,0.196,0.0358,0.17145593869731798,0.8747751974352957,1.0,-0.005124800000000006,0.9703768786127168,-0.153208872051698,0.09701897018970188,-0.030527439431196547,0.1770544999609039
"frozenset({'Lux Soap', 'Thal Sugar (200ml)'})",frozenset({'Tapal Tea (250g)'}),0.035,0.1996,0.006,0.1714285714285714,0.858860578299456,1.0,-0.0009860000000000008,0.966,-0.14551357733175924,0.026246719160104987,-0.035196687370600444,0.10074434583452618
"frozenset({'Dalda Cooking Oil (500ml)', 'Olpers Milk (Pack of 6)'})",frozenset({'Lux Soap'}),0.035,0.1936,0.006,0.1714285714285714,0.8854781582054309,1.0,-0.0007760000000000006,0.9732413793103448,-0.118184587267743,0.026954177897574125,-0.027494331065759662,0.10121015348288075
"frozenset({'Biscuits', 'Chicken'})",frozenset({'Nestle Water'}),0.035,0.2062,0.006,0.1714285714285714,0.8313703755022862,1.0,-0.0012170000000000002,0.9580344827586207,-0.17368345939774513,0.025510204081632654,-0.04380376489220029,0.10026326728557572
"frozenset({'Dalda Cooking Oil (500ml)', 'Olpers Milk (Pack of 6)'})",frozenset({'Lays Chips'}),0.035,0.206,0.006,0.1714285714285714,0.8321775312066574,1.0,-0.0012100000000000001,0.9582758620689655,-0.17285714285714288,0.025531914893617023,-0.04354084202950703,0.10027739251040221
