transaction_id,customer_id,product_id,store_id,date_id,quantity,unit_price,total_amount,discount
T004113,C0343,P091,S001,D324,2,113.06,221.37,0.021
T004114,C0035,P091,S001,D288,4,108.54,394.65,0.091
T004115,C0107,P041,S001,D161,1,156.15,152.25,0.025
T004116,C0179,P133,S001,D319,1,83.64,81.21,0.029
T004117,C0189,P134,S001,D174,2,146.57,281.12,0.041
T004118,C0204,P066,S001,D322,1,285.57,277.86,0.027
T004119,C0469,P019,S001,D283,1,37.16,33.67,0.094
T004120,C0137,P114,S001,D163,4,166.32,608.07,0.086
T004121,C0082,P037,S001,D128,3,157.61,454.86,0.038
T004122,C0132,P090,S001,D028,3,113.35,315.23,0.073
T004123,C0134,P030,S001,D068,2,100.44,194.25,0.033
T004124,C0232,P061,S001,D047,1,49.15,41.29,0.16
T004125,C0334,P163,S001,D020,1,28.22,25.29,0.104
T004126,C0105,P115,S001,D102,5,179.46,849.74,0.053
T004127,C0412,P104,S001,D316,2,108.71,207.2,0.047
T004128,C0106,P100,S001,D067,1,108.01,104.88,0.029
T004129,C0383,P118,S001,D263,2,211.31,381.2,0.098
T004130,C0110,P050,S001,D256,2,86.74,154.92,0.107
T004131,C0185,P042,S001,D051,3,212.16,616.11,0.032
T004132,C0118,P065,S001,D081,2,327.75,626.66,0.044
T004133,C0130,P081,S001,D146,2,210.19,398.52,0.052
T004134,C0007,P097,S001,D264,2,297.44,589.53,0.009
T004135,C0171,P049,S001,D298,1,89.3,78.94,0.116
T004136,C0199,P137,S001,D216,2,161.39,315.36,0.023
T004137,C0201,P078,S001,D279,1,199.51,197.91,0.008
T004138,C0252,P151,S001,D251,1,1101.66,1068.61,0.03
T004139,C0408,P074,S001,D145,3,150.93,433.32,0.043
T004140,C0128,P073,S001,D157,1,127.89,120.47,0.058
T004141,C0001,P085,S001,D184,4,150.67,584.0,0.031
T004142,C0439,P153,S001,D264,4,78.24,291.37,0.069
T004143,C0001,P149,S001,D273,1,1179.73,1157.32,0.019
T004144,C0291,P106,S001,D210,1,125.7,125.07,0.005
T004145,C0189,P015,S001,D182,1,77.37,76.6,0.01
T004146,C0217,P144,S001,D119,3,140.13,388.44,0.076
T004147,C0144,P133,S001,D017,2,82.23,164.3,0.001
T004148,C0395,P102,S001,D268,1,106.81,106.17,0.006
T004149,C0073,P118,S001,D174,2,210.84,340.3,0.193
T004150,C0455,P095,S001,D118,4,306.06,1167.92,0.046
T004151,C0062,P069,S001,D055,1,79.44,71.34,0.102
T004152,C0350,P006,S001,D132,1,69.48,61.7,0.112
T004153,C0478,P063,S001,D344,1,271.09,257.26,0.051
T004154,C0045,P029,S001,D037,3,92.99,272.55,0.023
T004155,C0454,P113,S001,D200,1,173.46,168.6,0.028
T004156,C0139,P065,S001,D262,2,317.09,616.42,0.028
T004157,C0033,P010,S001,D027,3,93.1,277.07,0.008
T004158,C0034,P138,S001,D050,1,268.94,248.5,0.076
T004159,C0020,P133,S001,D359,3,82.63,237.48,0.042
T004160,C0212,P150,S001,D063,1,1151.69,1092.95,0.051
T004161,C0460,P110,S001,D121,2,177.49,353.92,0.003
T004162,C0395,P103,S001,D335,2,107.12,206.74,0.035
T004163,C0369,P156,S001,D063,2,88.0,168.96,0.04
T004164,C0013,P026,S001,D154,1,149.47,142.3,0.048
T004165,C0097,P080,S001,D143,2,201.2,393.55,0.022
T004166,C0001,P110,S001,D352,1,187.91,187.53,0.002
T004167,C0289,P007,S001,D331,2,64.4,110.25,0.144
T004168,C0488,P128,S001,D267,2,341.37,655.43,0.04
T004169,C0367,P010,S001,D284,4,93.74,374.21,0.002
T004170,C0187,P007,S001,D219,3,61.57,159.4,0.137
T004171,C0421,P154,S001,D195,1,92.97,92.23,0.008
T004172,C0338,P093,S001,D229,3,98.56,285.04,0.036
T004173,C0277,P033,S001,D043,1,61.02,54.86,0.101
T004174,C0178,P144,S001,D333,4,137.36,533.51,0.029
T004175,C0191,P123,S001,D032,3,300.4,885.88,0.017
T004176,C0150,P007,S001,D365,1,61.8,59.7,0.034
T004177,C0456,P137,S001,D287,3,159.24,404.15,0.154
T004178,C0185,P135,S001,D094,2,162.62,323.94,0.004
T004179,C0130,P042,S001,D097,1,217.53,201.65,0.073
T004180,C0184,P018,S001,D278,2,34.86,68.12,0.023
T004181,C0277,P050,S001,D223,2,86.61,162.65,0.061
T004182,C0022,P104,S001,D119,1,110.29,105.22,0.046
T004183,C0321,P114,S001,D252,2,162.23,318.94,0.017
T004184,C0324,P094,S001,D279,1,292.2,274.38,0.061
T004185,C0409,P019,S001,D262,1,37.04,35.23,0.049
T004186,C0406,P112,S001,D181,1,177.97,171.74,0.035
T004187,C0042,P056,S001,D036,1,59.33,56.72,0.044
T004188,C0257,P101,S001,D138,2,107.52,196.55,0.086
T004189,C0295,P075,S001,D362,1,133.92,118.52,0.115
T004190,C0341,P048,S001,D057,1,93.57,90.11,0.037
T004191,C0351,P074,S001,D338,4,148.5,583.9,0.017
T004192,C0060,P132,S001,D254,4,91.29,349.82,0.042
T004193,C0192,P090,S001,D290,4,114.82,450.09,0.02
T004194,C0337,P068,S001,D236,5,78.27,387.05,0.011
T004195,C0180,P144,S001,D187,2,140.2,270.87,0.034
T004196,C0055,P026,S001,D334,1,145.52,131.7,0.095
T004197,C0080,P048,S001,D095,2,92.98,164.95,0.113
T004198,C0097,P111,S001,D280,1,159.55,152.37,0.045
T004199,C0497,P012,S001,D113,2,86.1,171.34,0.005
T004200,C0074,P122,S001,D055,1,197.72,190.8,0.035
T004201,C0157,P127,S001,D034,1,288.01,282.25,0.02
T004202,C0423,P146,S001,D050,2,122.65,237.45,0.032
T004203,C0488,P080,S001,D268,1,208.31,208.1,0.001
T004204,C0016,P004,S001,D364,3,74.68,209.7,0.064
T004205,C0424,P076,S001,D034,2,133.94,239.22,0.107
T004206,C0130,P159,S001,D298,2,39.07,73.61,0.058
T004207,C0484,P157,S001,D185,1,88.83,81.9,0.078
T004208,C0358,P041,S001,D202,2,159.66,276.53,0.134
T004209,C0192,P009,S001,D115,2,73.7,144.3,0.021
T004210,C0302,P098,S001,D201,4,101.32,367.18,0.094
T004211,C0304,P098,S001,D056,1,96.11,93.71,0.025
T004212,C0017,P018,S001,D017,5,34.56,169.69,0.018
T004213,C0131,P010,S001,D035,4,92.93,330.83,0.11
T004214,C0197,P112,S001,D337,1,183.92,176.93,0.038
T004215,C0217,P155,S001,D195,2,79.63,144.45,0.093
T004216,C0180,P157,S001,D197,2,92.01,177.76,0.034
T004217,C0014,P147,S001,D218,1,132.13,116.67,0.117
T004218,C0389,P008,S001,D087,1,76.65,70.29,0.083
T004219,C0279,P144,S001,D341,1,134.75,125.72,0.067
T004220,C0426,P009,S001,D341,3,75.98,217.45,0.046
T004221,C0233,P147,S001,D001,2,132.13,228.85,0.134
T004222,C0310,P128,S001,D241,1,347.05,329.0,0.052
T004223,C0159,P112,S001,D240,2,181.74,301.69,0.17
T004224,C0232,P073,S001,D324,1,128.99,110.8,0.141
T004225,C0006,P038,S001,D007,3,170.63,496.53,0.03
T004226,C0346,P166,S001,D026,2,27.98,49.52,0.115
T004227,C0228,P153,S001,D224,1,78.52,77.81,0.009
T004228,C0141,P145,S001,D212,2,125.3,231.3,0.077
T004229,C0474,P135,S001,D301,4,158.58,611.48,0.036
T004230,C0130,P010,S001,D237,3,92.29,249.46,0.099
T004231,C0252,P047,S001,D190,2,208.5,407.41,0.023
T004232,C0438,P014,S001,D194,2,84.4,166.27,0.015
T004233,C0170,P147,S001,D138,2,132.5,220.22,0.169
T004234,C0496,P060,S001,D126,3,54.23,152.28,0.064
T004235,C0249,P046,S001,D340,3,208.1,612.44,0.019
T004236,C0382,P138,S001,D303,5,275.58,1315.89,0.045
T004237,C0396,P049,S001,D097,1,90.23,78.5,0.13
T004238,C0115,P127,S001,D096,1,289.73,261.34,0.098
T004239,C0433,P131,S001,D354,3,97.23,281.19,0.036
T004240,C0414,P010,S001,D154,1,92.93,75.18,0.191
T004241,C0052,P114,S001,D041,3,162.42,458.51,0.059
T004242,C0485,P149,S001,D236,1,1201.35,1138.88,0.052
T004243,C0255,P118,S001,D214,1,212.18,204.75,0.035
T004244,C0011,P143,S001,D166,3,128.84,369.13,0.045
T004245,C0189,P074,S001,D208,4,147.84,588.4,0.005
T004246,C0243,P051,S001,D214,4,79.94,312.73,0.022
T004247,C0360,P104,S001,D332,2,110.82,220.98,0.003
T004248,C0135,P145,S001,D324,4,126.65,457.46,0.097
T004249,C0244,P083,S001,D175,1,143.55,115.99,0.192
T004250,C0465,P009,S001,D359,1,76.94,76.4,0.007
T004251,C0013,P153,S001,D097,5,78.97,383.4,0.029
T004252,C0341,P047,S001,D299,3,208.79,605.7,0.033
T004253,C0280,P159,S001,D032,5,38.88,169.91,0.126
T004254,C0035,P049,S001,D282,4,93.47,337.99,0.096
T004255,C0299,P060,S001,D243,2,52.87,102.78,0.028
T004256,C0119,P087,S001,D313,1,153.02,150.72,0.015
T004257,C0383,P023,S001,D032,1,146.25,138.79,0.051
T004258,C0031,P029,S001,D034,1,91.81,91.72,0.001
T004259,C0269,P112,S001,D358,3,182.97,498.96,0.091
T004260,C0005,P074,S001,D363,1,144.92,138.98,0.041
T004261,C0164,P082,S001,D362,2,213.5,380.03,0.11
T004262,C0411,P165,S001,D214,1,29.11,28.15,0.033
T004263,C0245,P128,S001,D295,1,336.83,317.63,0.057
T004264,C0199,P071,S001,D204,2,81.09,157.15,0.031
T004265,C0440,P027,S001,D292,2,93.81,186.31,0.007
T004266,C0066,P018,S001,D180,1,35.3,33.18,0.06
T004267,C0390,P010,S001,D096,1,89.44,87.11,0.026
T004268,C0038,P078,S001,D048,2,199.09,371.5,0.067
T004269,C0386,P100,S001,D123,2,109.42,212.06,0.031
T004270,C0481,P153,S001,D055,3,79.27,221.64,0.068
T004271,C0031,P077,S001,D290,2,150.64,300.68,0.002
T004272,C0165,P161,S001,D244,2,39.88,79.68,0.001
T004273,C0344,P006,S001,D247,3,69.21,179.18,0.137
T004274,C0231,P125,S001,D207,1,335.33,320.91,0.043
T004275,C0384,P163,S001,D261,1,28.61,26.21,0.084
T004276,C0487,P130,S001,D053,3,89.01,255.28,0.044
T004277,C0331,P134,S001,D249,1,149.76,144.97,0.032
T004278,C0124,P057,S001,D163,3,58.79,164.02,0.07
T004279,C0396,P064,S001,D170,2,316.94,532.46,0.16
T004280,C0214,P162,S001,D016,5,26.76,126.31,0.056
T004281,C0457,P034,S001,D219,4,64.57,212.56,0.177
T004282,C0021,P032,S001,D217,1,60.89,59.67,0.02
T004283,C0238,P026,S001,D072,1,149.28,119.57,0.199
T004284,C0175,P149,S001,D298,2,1179.73,1996.1,0.154
T004285,C0168,P025,S001,D170,2,131.53,251.75,0.043
T004286,C0241,P011,S001,D246,2,92.27,181.03,0.019
T004287,C0447,P120,S001,D071,2,216.15,419.76,0.029
T004288,C0287,P090,S001,D360,2,117.4,227.76,0.03
T004289,C0339,P035,S001,D311,1,65.97,65.51,0.007
T004290,C0173,P120,S001,D084,2,206.63,403.34,0.024
T004291,C0176,P035,S001,D135,3,64.99,188.93,0.031
T004292,C0033,P147,S001,D041,2,131.11,258.81,0.013
T004293,C0139,P036,S001,D345,2,147.93,286.98,0.03
T004294,C0117,P032,S001,D049,1,60.68,53.82,0.113
T004295,C0465,P138,S001,D250,1,266.37,263.71,0.01
T004296,C0498,P136,S001,D288,2,168.17,300.02,0.108
T004297,C0266,P127,S001,D032,2,295.63,582.98,0.014
T004298,C0307,P066,S001,D167,1,289.25,279.7,0.033
T004299,C0394,P049,S001,D152,1,91.52,87.95,0.039
T004300,C0411,P007,S001,D140,3,64.15,189.56,0.015
T004301,C0352,P068,S001,D126,1,77.66,69.89,0.1
T004302,C0284,P037,S001,D349,3,152.85,409.94,0.106
T004303,C0298,P062,S001,D083,3,293.82,876.17,0.006
T004304,C0371,P094,S001,D137,1,292.96,244.91,0.164
T004305,C0106,P152,S001,D115,1,1224.74,1185.55,0.032
T004306,C0173,P114,S001,D028,2,162.61,314.81,0.032
T004307,C0255,P110,S001,D339,1,181.11,177.49,0.02
T004308,C0368,P027,S001,D305,2,90.86,176.63,0.028
T004309,C0276,P107,S001,D225,3,123.71,345.89,0.068
T004310,C0037,P024,S001,D057,5,132.28,629.65,0.048
T004311,C0417,P043,S001,D209,1,204.75,188.78,0.078
T004312,C0035,P022,S001,D298,2,133.96,237.11,0.115
T004313,C0476,P156,S001,D044,4,88.08,311.8,0.115
T004314,C0282,P043,S001,D153,1,205.15,202.28,0.014
T004315,C0291,P157,S001,D240,2,89.17,176.02,0.013
T004316,C0219,P006,S001,D351,4,68.8,252.08,0.084
T004317,C0056,P002,S001,D014,1,78.24,76.75,0.019
T004318,C0062,P116,S001,D343,3,174.63,492.98,0.059
T004319,C0390,P041,S001,D191,4,161.6,644.46,0.003
T004320,C0434,P023,S001,D261,1,140.77,140.07,0.005
T004321,C0275,P072,S001,D210,1,130.65,125.55,0.039
T004322,C0474,P037,S001,D295,1,156.76,153.47,0.021
T004323,C0021,P043,S001,D041,1,208.92,203.07,0.028
T004324,C0006,P164,S001,D317,1,30.09,28.62,0.049
T004325,C0369,P076,S001,D222,1,130.0,127.27,0.021
T004326,C0119,P079,S001,D239,4,196.23,761.37,0.03
T004327,C0385,P145,S001,D110,2,122.11,237.38,0.028
T004328,C0431,P022,S001,D031,5,134.35,603.23,0.102
T004329,C0300,P101,S001,D072,1,106.06,99.17,0.065
T004330,C0413,P094,S001,D230,2,294.51,507.74,0.138
T004331,C0278,P096,S001,D106,3,278.72,738.33,0.117
T004332,C0047,P016,S001,D318,1,88.1,85.37,0.031
T004333,C0499,P146,S001,D093,2,123.11,225.54,0.084
T004334,C0049,P094,S001,D323,5,282.13,1382.44,0.02
T004335,C0124,P038,S001,D175,2,168.36,315.84,0.062
T004336,C0089,P138,S001,D025,1,277.38,257.96,0.07
T004337,C0002,P012,S001,D104,2,84.73,166.92,0.015
T004338,C0297,P119,S001,D262,5,202.63,970.6,0.042
T004339,C0229,P154,S001,D058,1,91.52,86.3,0.057
T004340,C0042,P115,S001,D063,2,181.92,355.84,0.022
T004341,C0077,P104,S001,D251,3,112.94,292.06,0.138
T004342,C0315,P012,S001,D206,4,87.37,313.83,0.102
T004343,C0392,P052,S001,D324,3,82.37,236.24,0.044
T004344,C0252,P023,S001,D003,1,143.95,137.62,0.044
T004345,C0176,P142,S001,D241,4,227.48,887.17,0.025
T004346,C0316,P040,S001,D224,3,138.77,407.15,0.022
T004347,C0106,P088,S001,D004,1,148.55,143.35,0.035
T004348,C0308,P122,S001,D101,3,196.81,570.36,0.034
T004349,C0087,P073,S001,D273,1,133.49,132.16,0.01
T004350,C0161,P049,S001,D202,2,90.1,177.68,0.014
T004351,C0367,P135,S001,D262,1,156.25,154.38,0.012
T004352,C0308,P029,S001,D152,2,93.83,178.65,0.048
T004353,C0352,P028,S001,D136,4,101.47,378.69,0.067
T004354,C0358,P046,S001,D153,5,205.76,852.88,0.171
T004355,C0012,P104,S001,D022,4,110.6,434.88,0.017
T004356,C0196,P126,S001,D258,1,342.76,335.22,0.022
T004357,C0229,P071,S001,D320,4,82.81,312.69,0.056
T004358,C0131,P150,S001,D064,3,1163.89,3250.74,0.069
T004359,C0467,P146,S001,D148,1,128.55,125.46,0.024
T004360,C0087,P064,S001,D349,5,319.75,1552.39,0.029
T004361,C0265,P069,S001,D168,4,77.95,299.02,0.041
T004362,C0434,P114,S001,D322,1,161.15,158.09,0.019
T004363,C0025,P063,S001,D252,2,275.72,549.23,0.004
T004364,C0469,P014,S001,D339,1,84.38,76.53,0.093
T004365,C0284,P059,S001,D251,1,54.72,51.66,0.056
T004366,C0478,P032,S001,D296,3,60.47,170.53,0.06
T004367,C0073,P160,S001,D207,1,40.87,35.64,0.128
T004368,C0469,P058,S001,D170,4,51.25,188.8,0.079
T004369,C0086,P019,S001,D287,3,36.93,109.46,0.012
T004370,C0048,P109,S001,D333,1,126.91,123.23,0.029
T004371,C0401,P117,S001,D340,1,196.38,186.95,0.048
T004372,C0483,P127,S001,D290,2,296.77,551.99,0.07
T004373,C0241,P062,S001,D291,1,301.25,287.69,0.045
T004374,C0121,P002,S001,D180,1,76.08,61.17,0.196
T004375,C0309,P071,S001,D097,4,81.86,326.46,0.003
T004376,C0052,P008,S001,D096,4,73.79,264.17,0.105
T004377,C0274,P015,S001,D010,3,76.93,225.48,0.023
T004378,C0390,P161,S001,D242,2,38.91,77.12,0.009
T004379,C0274,P024,S001,D091,1,137.75,136.1,0.012
T004380,C0005,P163,S001,D117,5,27.64,136.96,0.009
T004381,C0140,P040,S001,D108,1,139.82,139.68,0.001
T004382,C0259,P122,S001,D058,5,197.48,967.65,0.02
T004383,C0086,P083,S001,D254,1,140.49,139.37,0.008
T004384,C0068,P141,S001,D099,2,259.94,504.28,0.03
T004385,C0189,P108,S001,D061,1,131.44,129.6,0.014
T004386,C0126,P124,S001,D331,1,349.67,337.08,0.036
T004387,C0366,P111,S001,D259,3,155.13,421.18,0.095
T004388,C0387,P043,S001,D044,2,198.52,318.43,0.198
T004389,C0070,P083,S001,D326,4,140.07,547.39,0.023
T004390,C0410,P032,S001,D025,1,61.33,59.0,0.038
T004391,C0282,P069,S001,D298,2,77.68,152.25,0.02
T004392,C0269,P150,S001,D060,2,1172.24,2121.75,0.095
T004393,C0267,P098,S001,D107,1,97.96,95.02,0.03
T004394,C0368,P087,S001,D155,4,158.96,623.12,0.02
T004395,C0129,P161,S001,D156,1,39.28,33.74,0.141
T004396,C0258,P149,S001,D360,5,1219.45,6060.67,0.006
T004397,C0019,P139,S001,D311,2,269.6,523.02,0.03
T004398,C0189,P165,S001,D098,1,30.23,30.05,0.006
T004399,C0463,P116,S001,D169,1,177.55,174.18,0.019
T004400,C0192,P151,S001,D136,2,1071.46,2091.49,0.024
T004401,C0385,P138,S001,D024,1,262.74,256.96,0.022
T004402,C0327,P007,S001,D111,1,64.08,58.89,0.081
T004403,C0303,P005,S001,D050,2,87.22,156.65,0.102
T004404,C0333,P049,S001,D083,3,92.5,271.95,0.02
T004405,C0073,P114,S001,D079,2,160.95,282.31,0.123
T004406,C0225,P151,S001,D196,2,1086.62,2129.78,0.02
T004407,C0365,P011,S001,D363,3,92.02,263.91,0.044
T004408,C0238,P019,S001,D088,1,36.06,28.99,0.196
T004409,C0126,P072,S001,D125,2,136.05,259.86,0.045
T004410,C0473,P111,S001,D095,3,153.74,452.46,0.019
T004411,C0180,P090,S001,D095,2,114.25,224.16,0.019
T004412,C0335,P146,S001,D219,3,127.62,361.8,0.055
T004413,C0151,P091,S001,D156,3,110.65,323.32,0.026
T004414,C0245,P036,S001,D055,1,140.69,123.95,0.119
T004415,C0434,P035,S001,D294,3,64.78,190.84,0.018
T004416,C0100,P107,S001,D043,1,123.48,120.39,0.025
T004417,C0006,P096,S001,D037,1,284.96,282.97,0.007
T004418,C0365,P115,S001,D049,2,183.6,366.1,0.003
T004419,C0261,P027,S001,D167,2,90.57,176.43,0.026
T004420,C0013,P055,S001,D028,4,59.48,233.88,0.017
T004421,C0314,P076,S001,D019,1,131.45,127.38,0.031
T004422,C0146,P009,S001,D146,1,74.42,71.44,0.04
T004423,C0300,P067,S001,D340,3,71.9,198.23,0.081
T004424,C0250,P144,S001,D179,1,137.58,125.75,0.086
T004425,C0342,P092,S001,D059,2,106.59,191.65,0.101
T004426,C0290,P076,S001,D048,3,131.81,375.66,0.05
T004427,C0079,P129,S001,D318,5,100.33,492.12,0.019
T004428,C0339,P077,S001,D085,1,150.3,144.74,0.037
T004429,C0326,P021,S001,D286,2,34.17,64.24,0.06
T004430,C0469,P072,S001,D014,1,130.08,117.98,0.093
T004431,C0142,P064,S001,D031,1,323.17,306.04,0.053
T004432,C0156,P040,S001,D189,1,135.62,134.67,0.007
T004433,C0215,P073,S001,D201,1,131.77,121.36,0.079
T004434,C0423,P106,S001,D275,1,125.13,122.5,0.021
T004435,C0291,P131,S001,D254,3,95.84,274.29,0.046
T004436,C0001,P147,S001,D256,1,137.01,135.91,0.008
T004437,C0020,P145,S001,D100,1,122.1,119.17,0.024
T004438,C0034,P104,S001,D218,1,109.46,96.98,0.114
T004439,C0085,P117,S001,D260,1,198.01,181.18,0.085
T004440,C0041,P060,S001,D164,3,53.69,154.47,0.041
T004441,C0176,P129,S001,D297,2,98.48,187.31,0.049
T004442,C0436,P056,S001,D121,1,58.09,55.3,0.048
T004443,C0296,P157,S001,D016,2,89.91,159.68,0.112
T004444,C0417,P125,S001,D161,2,338.04,612.53,0.094
T004445,C0168,P084,S001,D026,1,140.72,136.08,0.033
T004446,C0428,P018,S001,D222,5,35.01,170.5,0.026
T004447,C0143,P073,S001,D042,1,133.63,128.42,0.039
T004448,C0126,P137,S001,D106,4,156.67,626.05,0.001
T004449,C0248,P003,S001,D342,4,78.26,298.33,0.047
T004450,C0154,P034,S001,D014,3,63.51,171.29,0.101
T004451,C0208,P106,S001,D008,1,119.03,100.1,0.159
T004452,C0411,P083,S001,D359,4,147.55,587.25,0.005
T004453,C0076,P033,S001,D352,1,62.56,55.74,0.109
T004454,C0113,P153,S001,D293,3,82.44,230.75,0.067
T004455,C0464,P075,S001,D237,2,135.16,254.91,0.057
T004456,C0278,P107,S001,D148,1,124.94,115.07,0.079
T004457,C0205,P026,S001,D024,1,147.23,127.65,0.133
T004458,C0042,P081,S001,D047,4,210.52,815.98,0.031
T004459,C0486,P115,S001,D048,2,187.62,374.11,0.003
T004460,C0161,P070,S001,D211,1,76.54,76.31,0.003
T004461,C0208,P069,S001,D010,4,78.95,279.48,0.115
T004462,C0243,P013,S001,D357,2,93.57,183.96,0.017
T004463,C0190,P107,S001,D281,1,122.04,120.58,0.012
T004464,C0451,P073,S001,D311,1,135.14,128.92,0.046
T004465,C0203,P166,S001,D166,2,27.67,54.23,0.02
T004466,C0435,P100,S001,D164,2,108.24,201.98,0.067
T004467,C0412,P056,S001,D322,2,57.03,113.15,0.008
T004468,C0168,P068,S001,D241,1,77.23,73.91,0.043
T004469,C0052,P094,S001,D007,3,279.31,749.11,0.106
T004470,C0005,P162,S001,D166,1,26.89,26.33,0.021
T004471,C0460,P162,S001,D122,2,26.8,50.97,0.049
T004472,C0414,P118,S001,D266,4,216.42,766.13,0.115
T004473,C0027,P127,S001,D005,3,283.8,843.74,0.009
T004474,C0069,P158,S001,D294,3,37.26,91.21,0.184
T004475,C0348,P078,S001,D209,2,200.51,357.71,0.108
T004476,C0183,P096,S001,D278,5,279.55,1319.48,0.056
T004477,C0085,P146,S001,D269,1,127.77,118.44,0.073
T004478,C0020,P092,S001,D329,2,107.95,215.04,0.004
T004479,C0021,P080,S001,D234,1,205.85,197.41,0.041
T004480,C0099,P050,S001,D146,1,86.24,82.36,0.045
T004481,C0422,P156,S001,D333,5,90.72,403.25,0.111
T004482,C0304,P038,S001,D302,2,166.66,319.32,0.042
T004483,C0037,P025,S001,D241,1,130.85,129.02,0.014
T004484,C0034,P124,S001,D024,3,349.83,934.05,0.11
T004485,C0081,P111,S001,D156,4,158.87,613.24,0.035
T004486,C0050,P116,S001,D196,1,178.45,176.49,0.011
T004487,C0146,P138,S001,D325,1,263.0,251.69,0.043
T004488,C0341,P163,S001,D213,2,27.36,53.41,0.024
T004489,C0232,P011,S001,D234,2,91.43,155.25,0.151
T004490,C0151,P094,S001,D003,4,289.13,1109.1,0.041
T004491,C0215,P041,S001,D254,1,161.65,150.98,0.066
T004492,C0434,P073,S001,D108,5,129.72,638.22,0.016
T004493,C0124,P119,S001,D231,4,197.88,713.16,0.099
T004494,C0019,P087,S001,D221,1,151.87,147.47,0.029
T004495,C0061,P090,S001,D025,1,112.07,98.62,0.12
T004496,C0065,P082,S001,D134,1,203.86,203.04,0.004
T004497,C0395,P015,S001,D329,4,77.92,306.69,0.016
T004498,C0123,P160,S001,D012,2,40.53,74.58,0.08
T004499,C0063,P116,S001,D119,2,183.09,330.66,0.097
T004500,C0344,P075,S001,D013,3,138.46,349.33,0.159
T004501,C0480,P104,S001,D364,2,112.74,182.64,0.19
T004502,C0336,P004,S001,D276,1,73.5,72.91,0.008
T004503,C0099,P011,S001,D066,1,91.35,91.17,0.002
T004504,C0431,P018,S001,D125,1,35.29,30.88,0.125
T004505,C0096,P129,S001,D184,5,99.62,486.64,0.023
T004506,C0495,P032,S001,D195,2,60.99,117.71,0.035
T004507,C0166,P147,S001,D212,2,132.69,254.5,0.041
T004508,C0382,P060,S001,D331,1,54.64,53.49,0.021
T004509,C0162,P149,S001,D277,5,1226.62,5900.04,0.038
T004510,C0445,P042,S001,D358,1,215.17,215.17,0.0
T004511,C0402,P055,S001,D267,4,58.46,217.94,0.068
T004512,C0048,P019,S001,D311,4,36.85,140.18,0.049
T004513,C0076,P122,S001,D289,4,187.61,705.41,0.06
T004514,C0263,P075,S001,D279,1,138.89,122.64,0.117
T004515,C0465,P001,S001,D160,2,74.68,148.02,0.009
T004516,C0020,P022,S001,D006,4,138.73,537.16,0.032
T004517,C0365,P041,S001,D274,1,157.23,152.36,0.031
T004518,C0173,P082,S001,D056,1,202.03,197.18,0.024
T004519,C0423,P021,S001,D321,1,35.63,35.27,0.01
T004520,C0076,P074,S001,D157,3,145.18,393.73,0.096
T004521,C0378,P115,S001,D053,1,185.6,183.0,0.014
T004522,C0201,P007,S001,D083,3,64.61,184.14,0.05
T004523,C0314,P159,S001,D314,1,40.18,39.78,0.01
T004524,C0395,P039,S001,D313,5,149.49,717.55,0.04
T004525,C0233,P035,S001,D155,1,66.67,56.07,0.159
T004526,C0149,P012,S001,D309,2,86.28,166.0,0.038
T004527,C0023,P143,S001,D003,3,125.6,376.42,0.001
T004528,C0302,P135,S001,D235,3,159.45,428.12,0.105
T004529,C0243,P072,S001,D004,1,135.11,132.27,0.021
T004530,C0238,P084,S001,D144,1,143.98,120.8,0.161
T004531,C0119,P154,S001,D311,1,95.48,91.47,0.042
T004532,C0115,P001,S001,D108,2,75.81,140.85,0.071
T004533,C0334,P074,S001,D305,1,149.75,133.73,0.107
T004534,C0343,P133,S001,D162,1,84.65,83.55,0.013
T004535,C0136,P070,S001,D334,4,72.41,270.52,0.066
T004536,C0114,P130,S001,D176,1,89.86,87.88,0.022
T004537,C0204,P025,S001,D268,2,124.47,248.44,0.002
T004538,C0039,P014,S001,D058,2,87.7,172.94,0.014
T004539,C0417,P089,S001,D018,1,106.46,94.11,0.116
T004540,C0009,P154,S001,D172,3,93.13,265.98,0.048
T004541,C0407,P090,S001,D164,1,116.32,111.78,0.039
T004542,C0394,P074,S001,D307,1,147.53,147.09,0.003
T004543,C0298,P071,S001,D259,1,79.44,76.82,0.033
T004544,C0148,P072,S001,D141,5,134.71,644.59,0.043
T004545,C0474,P113,S001,D333,3,177.7,518.17,0.028
T004546,C0169,P005,S001,D167,1,84.07,76.0,0.096
T004547,C0008,P094,S001,D206,1,289.67,288.51,0.004
T004548,C0332,P097,S001,D338,3,297.97,872.46,0.024
T004549,C0051,P134,S001,D070,3,143.24,413.82,0.037
T004550,C0133,P066,S001,D096,1,284.81,264.87,0.07
T004551,C0132,P107,S001,D021,2,124.27,220.45,0.113
T004552,C0105,P009,S001,D300,1,76.04,70.34,0.075
T004553,C0392,P008,S001,D088,5,76.77,378.09,0.015
T004554,C0278,P070,S001,D263,1,75.49,68.32,0.095
T004555,C0040,P058,S001,D074,2,53.74,102.75,0.044
T004556,C0437,P114,S001,D077,2,170.11,323.89,0.048
T004557,C0034,P046,S001,D171,5,214.81,960.2,0.106
T004558,C0484,P100,S001,D327,1,108.47,101.64,0.063
T004559,C0392,P044,S001,D031,2,186.56,370.88,0.006
T004560,C0393,P122,S001,D165,1,196.79,179.67,0.087
T004561,C0262,P089,S001,D201,2,101.61,183.51,0.097
